junc.id	all_n40	max
chr13:+:110501775-110503250	0.025	0.025
chr13:+:110503147-110504245	0.025	0.025
chr13:+:110503238-110506423	0.025	0.025
chr13:+:110503250-110506459	0.025	0.025
chr13:+:110503255-110503846	0	0
chr13:+:110503282-110503389	0	0
chr13:+:110504264-110506528	0.025	0.025
chr13:+:110506199-110506332	0	0
chr13:+:110506289-110506332	0	0
chr13:+:110506332-110506373	0	0
chr13:+:110512562-110512613	0.025	0.025
chr13:+:113297495-113306508	0.025	0.025
chr13:+:113297495-113309642	0	0
chr13:+:113297495-113319468	0.025	0.025
chr13:+:113305802-113306484	0	0
chr13:+:113309862-113319468	0.15	0.15
chr13:+:113310867-113319470	0	0
chr13:+:113321727-113322286	0.05	0.05
chr13:+:113322404-113322435	0.05	0.05
chr13:+:113585064-113585773	0	0
chr13:+:113593082-113593321	0	0
chr13:+:113593970-113594009	0	0
chr13:+:113594087-113594245	0	0
chr13:+:113594167-113594324	0	0
chr13:+:113606104-113606186	0	0
chr13:+:113611062-113631622	0	0
chr13:+:113624628-113624661	0	0
chr13:+:113624932-113625219	0	0
chr13:+:113625060-113625102	0	0
chr13:+:113625725-113625746	0	0
chr13:+:113625889-113625942	0	0
chr13:+:113625889-113626026	0	0
chr13:+:113625910-113625984	0	0
chr13:+:113634602-113635991	0	0
chr13:+:113636700-113640119	0.3	0.3
chr13:+:113637884-113640119	0.6	0.6
chr13:+:19659289-19660151	0.025	0.025
chr13:+:19659289-19660581	0	0
chr13:+:19660320-19661697	0	0
chr13:+:19661838-19661962	0	0
chr13:+:19662081-19663039	0	0
chr13:+:19670363-19670843	0	0
chr13:+:21140995-21145091	0	0
chr13:+:21145284-21146804	0	0
chr13:+:21146927-21147187	0	0
chr13:+:27251585-27253791	0.025	0.025
chr13:+:27253843-27256183	0	0
chr13:+:27254261-27255241	0	0
chr13:+:27254281-27255263	0.025	0.025
chr13:+:27254537-27254666	0	0
chr13:+:27255337-27256183	0	0
chr13:+:27256308-27256528	0	0
chr13:+:27256334-27256480	0.025	0.025
chr13:+:27424938-27426253	0	0
chr13:+:27427192-27429171	0	0
chr13:+:28668574-28672344	0.075	0.075
chr13:+:48233477-48233929	0.05	0.05
chr13:+:48258947-48261146	0.025	0.025
chr13:+:95705681-95709226	0	0
chr13:+:95742720-95757643	0	0
chr13:+:95763953-95764297	0.025	0.025
chr13:+:95763953-95785946	0	0
chr13:+:95792193-95792497	0.05	0.05
chr13:+:99520090-99562690	0	0
chr13:+:99524672-99524898	0.025	0.025
chr13:+:99538802-99539113	0.025	0.025
chr13:-:106557131-106557504	0.05	0.05
chr13:-:106557131-106557508	0	0
chr13:-:106568054-106568103	0	0
chr13:-:110149428-110150044	0.025	0.025
chr13:-:110149428-110150331	0.025	0.025
chr13:-:110152472-110155369	0	0
chr13:-:110162379-110164963	0.05	0.05
chr13:-:110163493-110169690	0.05	0.05
chr13:-:110163552-110164861	0	0
chr13:-:110164906-110164963	0.075	0.075
chr13:-:110164906-110173971	0	0
chr13:-:110164963-110173971	0.025	0.025
chr13:-:110166267-110174499	0.025	0.025
chr13:-:110166277-110173944	0.025	0.025
chr13:-:110166294-110174445	0.025	0.025
chr13:-:110166294-110174499	0.025	0.025
chr13:-:110169735-110170546	0.025	0.025
chr13:-:110169735-110174445	0	0
chr13:-:110170618-110170655	0	0
chr13:-:110170687-110174622	0.6	0.6
chr13:-:110172761-110173899	0.025	0.025
chr13:-:110173998-110174499	0.025	0.025
chr13:-:110174481-110175339	0	0
chr13:-:110174499-110175285	0.025	0.025
chr13:-:110174499-110176477	0	0
chr13:-:110174522-110174618	0.225	0.225
chr13:-:110174676-110175243	0	0
chr13:-:110174721-110176423	0.05	0.05
chr13:-:110175243-110175285	0	0
chr13:-:110175262-110176647	0.15	0.15
chr13:-:110175357-110176495	0	0
chr13:-:110176468-110176625	0.025	0.025
chr13:-:110176701-110176933	0.025	0.025
chr13:-:110177037-110177868	0	0
chr13:-:110178976-110179009	0.025	0.025
chr13:-:110178976-110183192	0.025	0.025
chr13:-:110178976-110183237	0.175	0.175
chr13:-:110178976-110186384	0	0
chr13:-:110179387-110187244	0.025	0.025
chr13:-:110183010-110186489	0	0
chr13:-:110183052-110186384	0.15	0.15
chr13:-:110183061-110183201	0.025	0.025
chr13:-:110183066-110187204	0.025	0.025
chr13:-:110183088-110187226	0.025	0.025
chr13:-:110183097-110183192	0.025	0.025
chr13:-:110183237-110186384	0.05	0.05
chr13:-:110183237-110187274	0	0
chr13:-:110183276-110186489	0	0
chr13:-:110184824-110185259	0	0
chr13:-:110186408-110186480	0.325	0.325
chr13:-:110192270-110198611	0.025	0.025
chr13:-:110192275-110192829	0.05	0.05
chr13:-:110192284-110198571	0.025	0.025
chr13:-:110195058-110198571	0.025	0.025
chr13:-:110195085-110200853	0.225	0.225
chr13:-:110198538-110200853	0.025	0.025
chr13:-:110198538-110200871	0.05	0.05
chr13:-:110198631-110209399	0.025	0.025
chr13:-:110201509-110205369	0.025	0.025
chr13:-:110203598-110207402	0.05	0.05
chr13:-:110206705-110206864	0.025	0.025
chr13:-:110207428-110208856	0.025	0.025
chr13:-:110207479-110209391	0.025	0.025
chr13:-:110209417-110212442	0.025	0.025
chr13:-:110210032-110212442	0.025	0.025
chr13:-:110210042-110210163	0.05	0.05
chr13:-:110283533-110283626	0	0
chr13:-:110880112-110883110	0	0
chr13:-:110880130-110883697	0.05	0.05
chr13:-:110894202-110899924	0	0
chr13:-:110894393-110899924	0.1	0.1
chr13:-:110900018-110900529	0	0
chr13:-:110904342-110904744	0.025	0.025
chr13:-:110904780-110906032	0.025	0.025
chr13:-:110911771-110914724	0	0
chr13:-:113820843-113820902	0	0
chr13:-:113822019-113822072	0.025	0.025
chr13:-:113822021-113822072	0.025	0.025
chr13:-:113822847-113823374	0	0
chr13:-:113823550-113826238	0.025	0.025
chr13:-:113824351-113824383	0.05	0.05
chr13:-:113824351-113824415	0	0
chr13:-:113826398-113826671	0	0
chr13:-:113826554-113826593	0.025	0.025
chr13:-:113826671-113826710	0	0
chr13:-:113826805-113826995	0	0
chr13:-:113828831-113829107	0	0
chr13:-:113828863-113828955	0	0
chr13:-:113828863-113829368	0	0
chr13:-:113829015-113829107	0	0
chr13:-:113829414-113829735	0	0
chr13:-:113829439-113829485	0	0
chr13:-:113829657-113829795	0	0
chr13:-:113830449-113830825	0	0
chr13:-:113832726-113834550	0.025	0.025
chr13:-:113832881-113834550	0	0
chr13:-:113835629-113838068	0	0
chr13:-:113839850-113863574	0.05	0.05
chr13:-:113841486-113841606	0.025	0.025
chr13:-:113841486-113841624	0.05	0.05
chr13:-:113841486-113841645	0.075	0.075
chr13:-:113841645-113841706	0	0
chr13:-:113841645-113841724	0	0
chr13:-:113841645-113841886	0.175	0.175
chr13:-:113841907-113841947	0	0
chr13:-:113841907-113842008	0	0
chr13:-:113841968-113842046	0	0
chr13:-:113841968-113842219	0.3	0.3
chr13:-:113842008-113842219	0.05	0.05
chr13:-:113842046-113842122	0.025	0.025
chr13:-:113842122-113842160	0	0
chr13:-:113842122-113842219	0	0
chr13:-:113846589-113847877	0.025	0.025
chr13:-:113847988-113863574	0	0
chr13:-:113858458-113858482	0	0
chr13:-:113858458-113858560	0.45	0.45
chr13:-:113858482-113858618	0	0
chr13:-:113858482-113858672	0.025	0.025
chr13:-:113858496-113858784	0	0
chr13:-:113858516-113858710	0.125	0.125
chr13:-:113858618-113858672	0	0
chr13:-:113858662-113859227	0	0
chr13:-:113858750-113858848	0	0
chr13:-:113858788-113858872	0.025	0.025
chr13:-:113858884-113859133	0	0
chr13:-:113859417-113859623	0.15	0.15
chr13:-:113860850-113861022	0	0
chr13:-:24431476-24432580	0	0
chr13:-:24432696-24434394	0	0
chr13:-:24452593-24455016	0	0
chr13:-:24455212-24459043	0	0
chr13:-:24460063-24469023	0	0
chr13:-:24482288-24484652	0.025	0.025
chr13:-:24487991-24490667	0	0
chr13:-:24492594-24493688	0.025	0.025
chr13:-:24492594-24494572	0	0
chr13:-:24499376-24500274	0.025	0.025
chr13:-:24501834-24512705	0	0
chr13:-:24503777-24506032	0	0
chr13:-:30461400-30461473	0.025	0.025
chr13:-:30461485-30462537	0.025	0.025
chr13:-:30463670-30465795	0.025	0.025
chr13:-:30463694-30464042	0	0
chr13:-:30463694-30464167	0.025	0.025
chr13:-:37563292-37564518	0.025	0.025
chr13:-:37563363-37564518	0.05	0.05
chr13:-:37564560-37567391	0	0
chr13:-:37564603-37569299	0.025	0.025
chr13:-:37564603-37569743	0	0
chr13:-:37565496-37569743	0	0
chr13:-:37567863-37569299	0	0
chr13:-:37569353-37569743	0.175	0.175
chr13:-:37569381-37569743	0.05	0.05
chr13:-:37569821-37571368	0	0
chr13:-:37570669-37574571	0.15	0.15
chr13:-:37571458-37577765	0.025	0.025
chr13:-:37578911-37579860	0.025	0.025
chr13:-:37579311-37579860	0.075	0.075
chr13:-:37579960-37580631	0.025	0.025
chr13:-:37579979-37580560	0.125	0.125
chr13:-:37582397-37582502	0.025	0.025
chr13:-:37584094-37584715	0.05	0.05
chr13:-:37586156-37586180	0.025	0.025
chr13:-:37586276-37586781	0	0
chr13:-:37586280-37587821	0.025	0.025
chr13:-:37586886-37587821	0.025	0.025
chr13:-:37587986-37590400	0.05	0.05
chr13:-:39343853-39343880	0	0
chr13:-:39601390-39603033	0	0
chr13:-:45337311-45340091	0.05	0.05
chr13:-:45337388-45338661	0	0
chr13:-:45337403-45338659	0.025	0.025
chr13:-:45337553-45338661	0	0
chr13:-:45338683-45338740	0	0
chr13:-:45338748-45339496	0.075	0.075
chr13:-:45340016-45340105	0.025	0.025
chr13:-:45340030-45340081	0.025	0.025
chr13:-:45340049-45340079	0.025	0.025
chr13:-:45340049-45340165	0.025	0.025
chr13:-:45340105-45340165	0.5	0.5
chr13:-:45340120-45340165	0.175	0.175
chr13:-:45340173-45340711	0.1	0.1
chr13:-:45340176-45340703	0.025	0.025
chr13:-:45340176-45340711	0.025	0.025
chr13:-:45341077-45341115	0.025	0.025
chr13:-:46134250-46135188	0	0
chr13:-:46143373-46144441	0	0
chr13:-:46781584-46782666	0	0
chr13:-:98466557-98474820	0	0
chr13:-:98482321-98504914	0.05	0.05
chr13:-:98505053-98519242	0.05	0.05
chr13:-:98536870-98536903	0.025	0.025
chr13:-:98555314-98555986	0	0
chr14:+:100019687-100021716	0	0
chr14:+:100019687-100097480	0.025	0.025
chr14:+:100029534-100084686	0	0
chr14:+:100068569-100084686	0	0
chr14:+:100073101-100084686	0	0
chr14:+:100092007-100092145	0	0
chr14:+:100108419-100108578	0	0
chr14:+:100116559-100123538	0	0
chr14:+:100123268-100123538	0	0
chr14:+:100123558-100126740	0	0
chr14:+:100123602-100126711	0.025	0.025
chr14:+:100126771-100127442	0.05	0.05
chr14:+:100126771-100128656	0.025	0.025
chr14:+:100128565-100129647	0	0
chr14:+:100128748-100129566	0.15	0.15
chr14:+:100129684-100132611	0	0
chr14:+:100132629-100132718	0	0
chr14:+:100132779-100132993	0	0
chr14:+:100132779-100133046	0.1	0.1
chr14:+:100132779-100134200	0	0
chr14:+:100132779-100135908	0	0
chr14:+:100133159-100135904	0.1	0.1
chr14:+:100133217-100135904	0	0
chr14:+:100137644-100141197	0	0
chr14:+:100137802-100138844	0.05	0.05
chr14:+:100137802-100138847	0.025	0.025
chr14:+:100138897-100141148	0	0
chr14:+:100139072-100139108	0.025	0.025
chr14:+:100139369-100141148	0	0
chr14:+:100140334-100140549	0	0
chr14:+:100140865-100141179	0	0
chr14:+:100141089-100141179	0	0
chr14:+:100141793-100141939	0	0
chr14:+:100141793-100143707	0	0
chr14:+:100142107-100142236	0.025	0.025
chr14:+:100143950-100144042	0.15	0.15
chr14:+:100143950-100144053	0.2	0.2
chr14:+:103136458-103136881	0.025	0.025
chr14:+:103675732-103677467	0	0
chr14:+:103677523-103679407	0.825	0.825
chr14:+:105474905-105478273	0.025	0.025
chr14:+:105475077-105478265	0.025	0.025
chr14:+:105475412-105478265	0.025	0.025
chr14:+:105475619-105478265	0.05	0.05
chr14:+:105476898-105478265	0	0
chr14:+:105477095-105478265	0.025	0.025
chr14:+:105477601-105477976	0	0
chr14:+:105477740-105477812	0	0
chr14:+:105477859-105477913	0.65	0.65
chr14:+:105477859-105477931	0	0
chr14:+:105478162-105478265	0	0
chr14:+:105478273-105479132	0.025	0.025
chr14:+:105478360-105479435	0.1	0.1
chr14:+:105478507-105479585	0	0
chr14:+:105478840-105479132	0	0
chr14:+:105479037-105479132	0.025	0.025
chr14:+:105479047-105479132	0.1	0.1
chr14:+:105479145-105479636	0.025	0.025
chr14:+:105479219-105479416	0	0
chr14:+:105479219-105479569	0	0
chr14:+:105479493-105479569	0	0
chr14:+:105479602-105479987	0.075	0.075
chr14:+:105488196-105488707	0.025	0.025
chr14:+:105488260-105488370	0.35	0.35
chr14:+:105488260-105488470	0	0
chr14:+:105488264-105488330	0	0
chr14:+:105488264-105488707	0	0
chr14:+:105488388-105488441	0	0
chr14:+:105488516-105488671	0.025	0.025
chr14:+:20455703-20455915	0	0
chr14:+:22836650-22836690	0.025	0.025
chr14:+:22836730-22841921	0.1	0.1
chr14:+:22842035-22842431	0	0
chr14:+:22842035-22842595	0.025	0.025
chr14:+:22842717-22843354	0	0
chr14:+:22843870-22844373	0.025	0.025
chr14:+:22844509-22844632	0.025	0.025
chr14:+:22844770-22845250	0	0
chr14:+:22845366-22845727	0.1	0.1
chr14:+:22845824-22845859	0.025	0.025
chr14:+:22845859-22845978	0	0
chr14:+:22846168-22846241	0.025	0.025
chr14:+:22846219-22846456	0.025	0.025
chr14:+:22846902-22846929	0.025	0.025
chr14:+:22847104-22847152	0	0
chr14:+:22872107-22872204	0.025	0.025
chr14:+:22872126-22872204	0.025	0.025
chr14:+:22872337-22872740	0.025	0.025
chr14:+:22872782-22875054	0	0
chr14:+:22875465-22876268	0	0
chr14:+:22875465-22876688	0	0
chr14:+:22876737-22877221	0.075	0.075
chr14:+:22876818-22876975	0.025	0.025
chr14:+:22877128-22877174	0	0
chr14:+:22877128-22877983	0	0
chr14:+:22877363-22877550	0	0
chr14:+:23321820-23322183	0	0
chr14:+:23322255-23325246	0	0
chr14:+:23323483-23324020	0	0
chr14:+:23323483-23324137	0	0
chr14:+:23324052-23324160	0.175	0.175
chr14:+:23325084-23325485	0	0
chr14:+:23325270-23325651	0.05	0.05
chr14:+:23325270-23325861	0.125	0.125
chr14:+:23325747-23325861	0	0
chr14:+:24137017-24137089	0	0
chr14:+:24137017-24137146	0	0
chr14:+:24137797-24138066	0	0
chr14:+:24138117-24138198	0	0
chr14:+:24138117-24138201	0.025	0.025
chr14:+:35294529-35307993	0.05	0.05
chr14:+:35308995-35310746	0.025	0.025
chr14:+:35308995-35312880	0	0
chr14:+:35310756-35310855	0	0
chr14:+:35310855-35312921	0.025	0.025
chr14:+:39177484-39177596	0	0
chr14:+:39177687-39179090	0	0
chr14:+:39179246-39179327	0	0
chr14:+:39179462-39180514	0	0
chr14:+:39180676-39180736	0	0
chr14:+:39180798-39180822	0	0
chr14:+:51999784-52001797	0	0
chr14:+:55061173-55061679	0.175	0.175
chr14:+:55129300-55130585	0	0
chr14:+:55129300-55133351	0.025	0.025
chr14:+:55133392-55137369	0.05	0.05
chr14:+:55134923-55135057	0	0
chr14:+:55137391-55137555	0	0
chr14:+:55140363-55142594	0	0
chr14:+:55142749-55145094	0	0
chr14:+:55581442-55581527	0.05	0.05
chr14:+:55598493-55601756	0	0
chr14:+:55618134-55619265	0	0
chr14:+:55628011-55629956	0	0
chr14:+:55630097-55633240	0.025	0.025
chr14:+:55633309-55634596	0	0
chr14:+:55633341-55634512	0.025	0.025
chr14:+:55637364-55637793	0	0
chr14:+:55637847-55639920	0	0
chr14:+:55650418-55650580	0	0
chr14:+:55650589-55653058	0.025	0.025
chr14:+:55661612-55670728	0.1	0.1
chr14:+:55664041-55667249	0	0
chr14:+:55671877-55672635	0.05	0.05
chr14:+:61721823-61722106	0	0
chr14:+:61721823-61724196	0	0
chr14:+:61724230-61726705	0	0
chr14:+:61734285-61736932	0	0
chr14:+:61740627-61740761	0.025	0.025
chr14:+:61740627-61740832	0	0
chr14:+:69612200-69658512	0	0
chr14:+:69658287-69658512	0.325	0.325
chr14:+:69658421-69658512	0	0
chr14:+:69658713-69670315	0	0
chr14:+:69703592-69704077	0	0
chr14:+:69767255-69768141	0.05	0.05
chr14:+:69768282-69768620	0	0
chr14:+:69768674-69768818	0.025	0.025
chr14:+:69769847-69770466	0	0
chr14:+:69771105-69771280	0.05	0.05
chr14:+:69771208-69771295	0.075	0.075
chr14:+:73095157-73096914	0	0
chr14:+:73099433-73099669	0	0
chr14:+:73100362-73103191	0.25	0.25
chr14:+:73103478-73105860	0.025	0.025
chr14:+:74889952-74892833	0	0
chr14:+:74902485-74903350	0	0
chr14:+:77462242-77462646	0	0
chr14:+:77462242-77464597	0	0
chr14:+:77715873-77717515	0	0
chr14:+:90398839-90398990	0	0
chr14:+:90399087-90401291	0.025	0.025
chr14:+:90400095-90401266	0.025	0.025
chr14:+:90405349-90405373	0	0
chr14:+:90405804-90405839	0.025	0.025
chr14:+:92797981-92806738	0	0
chr14:+:92803198-92806735	0	0
chr14:+:94110761-94111624	0	0
chr14:+:94110797-94111636	0.1	0.1
chr14:+:94110797-94111680	0.15	0.15
chr14:+:94110797-94111710	0.025	0.025
chr14:+:94110797-94114854	0.025	0.025
chr14:+:94110797-94115780	0	0
chr14:+:94111773-94114854	0	0
chr14:+:94114880-94115858	0.1	0.1
chr14:+:94114880-94115861	0	0
chr14:+:94114905-94115814	0.55	0.55
chr14:+:94115942-94116444	0.05	0.05
chr14:+:94115942-94116549	0.075	0.075
chr14:+:94116480-94116575	0.025	0.025
chr14:+:94612447-94614440	0	0
chr14:+:94612447-94614521	0.075	0.075
chr14:+:94612447-94622344	0.025	0.025
chr14:+:94612539-94614433	0.075	0.075
chr14:+:94615084-94622348	0.025	0.025
chr14:+:94619240-94619322	0.025	0.025
chr14:+:94619468-94622342	0.05	0.05
chr14:+:94619468-94622348	0	0
chr14:+:94622491-94623646	0.025	0.025
chr14:+:96525391-96527463	0	0
chr14:+:96531586-96532337	0.025	0.025
chr14:+:96532617-96534490	0.05	0.05
chr14:+:96552622-96555849	0.475	0.475
chr14:+:96555922-96556174	0	0
chr14:-:100342486-100343274	0	0
chr14:-:100342557-100343274	0	0
chr14:-:100343314-100343361	0	0
chr14:-:100343387-100353686	0	0
chr14:-:100360572-100361731	0.025	0.025
chr14:-:100361827-100369086	0	0
chr14:-:102081271-102081331	0.025	0.025
chr14:-:102081322-102081454	0	0
chr14:-:102081396-102081432	0.025	0.025
chr14:-:102081699-102083545	0.025	0.025
chr14:-:102081821-102082116	0.025	0.025
chr14:-:102082394-102083033	0.15	0.15
chr14:-:102083192-102083545	0.55	0.55
chr14:-:102083302-102083640	0.025	0.025
chr14:-:102083677-102083792	0.025	0.025
chr14:-:102083710-102083792	0	0
chr14:-:102084543-102084680	0.025	0.025
chr14:-:102084554-102084680	0.025	0.025
chr14:-:102084799-102084847	0.025	0.025
chr14:-:102084851-102084881	0.025	0.025
chr14:-:102084866-102084959	0.05	0.05
chr14:-:102084989-102086107	0.025	0.025
chr14:-:102085431-102086107	0.025	0.025
chr14:-:102086418-102086985	0.025	0.025
chr14:-:103920364-103920702	0	0
chr14:-:20802093-20802254	0	0
chr14:-:21211470-21231027	0.025	0.025
chr14:-:21211561-21211809	0	0
chr14:-:21213108-21230318	0	0
chr14:-:21230318-21234026	0	0
chr14:-:21234229-21239613	0	0
chr14:-:21234229-21262593	0.2	0.2
chr14:-:21237881-21238015	0	0
chr14:-:21239001-21239354	0	0
chr14:-:21239402-21239796	0	0
chr14:-:21242327-21247820	0	0
chr14:-:21245057-21245469	0	0
chr14:-:21245469-21245927	0.025	0.025
chr14:-:21251233-21251654	0	0
chr14:-:21251485-21252543	0	0
chr14:-:21252915-21253216	0.1	0.1
chr14:-:21253805-21254645	0.025	0.025
chr14:-:21254645-21254780	0.05	0.05
chr14:-:21254894-21256421	0	0
chr14:-:21256186-21256323	0.025	0.025
chr14:-:21260625-21260769	0	0
chr14:-:21262473-21262593	0	0
chr14:-:21263332-21268618	0	0
chr14:-:21263336-21263619	0	0
chr14:-:21263829-21264768	0	0
chr14:-:21263829-21268622	0	0
chr14:-:21265548-21266392	0.025	0.025
chr14:-:21352679-21352716	0	0
chr14:-:21353832-21354415	0.025	0.025
chr14:-:21366529-21369208	0	0
chr14:-:21373426-21383861	0	0
chr14:-:22575233-22580828	0	0
chr14:-:23029664-23029727	0	0
chr14:-:23061182-23061297	0	0
chr14:-:23061359-23062167	0	0
chr14:-:23062504-23062928	0	0
chr14:-:23063033-23063435	0	0
chr14:-:23063037-23063435	0.075	0.075
chr14:-:23063065-23063435	0	0
chr14:-:23063487-23064104	0	0
chr14:-:23063573-23064104	0	0
chr14:-:23064166-23064354	0	0
chr14:-:23064485-23067313	0	0
chr14:-:23066008-23067303	0.125	0.125
chr14:-:23066008-23067341	0	0
chr14:-:23069020-23069475	0	0
chr14:-:23069111-23069475	0	0
chr14:-:23071186-23071433	0	0
chr14:-:23078266-23078933	0	0
chr14:-:24144256-24144399	0.025	0.025
chr14:-:24144468-24145378	0	0
chr14:-:24146240-24146342	0	0
chr14:-:24210444-24210716	0	0
chr14:-:24211506-24211679	0	0
chr14:-:24211581-24211679	0	0
chr14:-:24211609-24211679	0	0
chr14:-:24211829-24212664	0	0
chr14:-:24212207-24212500	0	0
chr14:-:24216997-24217083	0.025	0.025
chr14:-:24217636-24218132	0	0
chr14:-:35402032-35403225	0	0
chr14:-:35402060-35404417	0.025	0.025
chr14:-:37590644-37590925	0	0
chr14:-:37590683-37590925	0.025	0.025
chr14:-:37592423-37592492	0.025	0.025
chr14:-:45130790-45131140	0	0
chr14:-:45131438-45132626	0	0
chr14:-:49619126-49620561	0.1	0.1
chr14:-:68788900-68789130	0	0
chr14:-:68789661-68790332	0.075	0.075
chr14:-:68789668-68790164	0	0
chr14:-:68790492-68790658	0.2	0.2
chr14:-:68877240-68880051	0	0
chr14:-:68884263-68884774	0	0
chr14:-:68884879-68885420	0	0
chr14:-:68898984-68899047	0	0
chr14:-:68909475-68909954	0	0
chr14:-:68910033-68912155	0	0
chr14:-:68921125-68978951	0	0
chr14:-:68950035-68950168	0.025	0.025
chr14:-:69394912-69397259	0	0
chr14:-:74500320-74501440	0.025	0.025
chr14:-:74500460-74500777	0.025	0.025
chr14:-:74509357-74509733	0	0
chr14:-:74510213-74511283	0	0
chr14:-:74522908-74525123	0	0
chr14:-:74522918-74526074	0	0
chr14:-:74527366-74532425	0.175	0.175
chr14:-:74529122-74529320	0	0
chr14:-:74552347-74552891	0	0
chr14:-:74552382-74555502	0	0
chr14:-:74553076-74555502	0	0
chr14:-:75132893-75133027	0.025	0.025
chr14:-:75134812-75134876	0.025	0.025
chr14:-:75134943-75135759	0.025	0.025
chr14:-:75147731-75152031	0.075	0.075
chr14:-:75152136-75176354	0	0
chr14:-:77720828-77730987	0	0
chr14:-:77723275-77730987	0	0
chr14:-:77726619-77727346	0	0
chr14:-:77738877-77738965	0	0
chr14:-:81484334-81485671	0	0
chr14:-:81487476-81489260	0	0
chr14:-:81487942-81489029	0.025	0.025
chr14:-:81490465-81495080	0	0
chr14:-:92121399-92121641	0	0
chr14:-:92121413-92121641	0	0
chr14:-:92704361-92706482	0	0
chr14:-:92709741-92709838	0	0
chr14:-:92711744-92711836	0	0
chr14:-:92711891-92712839	0.025	0.025
chr14:-:92747008-92747462	0	0
chr15:+:24955036-24962113	0	0
chr15:+:24955311-24962113	0	0
chr15:+:24959465-24962113	0	0
chr15:+:24962209-24974310	0	0
chr15:+:24968082-24974357	0	0
chr15:+:24974456-24976304	0	0
chr15:+:39581218-39581828	0.025	0.025
chr15:+:39583636-39583680	0.025	0.025
chr15:+:39583680-39584315	0.05	0.05
chr15:+:39587461-39588096	0.025	0.025
chr15:+:39588218-39588958	0	0
chr15:+:39588540-39588582	0.025	0.025
chr15:+:39588587-39588641	0.025	0.025
chr15:+:39589086-39589208	0	0
chr15:+:39590023-39590442	0	0
chr15:+:39590023-39590543	0.025	0.025
chr15:+:39590023-39590548	0.075	0.075
chr15:+:39590033-39590548	0.025	0.025
chr15:+:39590573-39593011	0.025	0.025
chr15:+:39592771-39595652	0.025	0.025
chr15:+:39592802-39593045	0	0
chr15:+:39594440-39595391	0.025	0.025
chr15:+:39595412-39595454	0	0
chr15:+:39595611-39595652	0.025	0.025
