chr	source	start	end	strand	enst	symbol	ensg
6	ensembl_havana	32845209	32853704	-	ENST00000354258	TAP1	ENSG00000168394
6	ensembl_havana	109366514	109382467	-	ENST00000310786	CD164	ENSG00000135535
6	havana	109368684	109381901	-	ENST00000506649	CD164	ENSG00000135535
6	ensembl_havana	31946095	31952084	+	ENST00000425368	CFB	ENSG00000243649
6	ensembl_havana	33200867	33204437	+	ENST00000374677	SLC39A7	ENSG00000112473
6	havana	75237787	75243801	-	ENST00000684430	COX7A2	ENSG00000112695
6	ensembl_havana	34757505	34773857	+	ENST00000244520	SNRPC	ENSG00000124562
6	ensembl_havana	108211222	108261040	-	ENST00000230085	SNX3	ENSG00000112335
6	ensembl_havana	31982057	32002681	+	ENST00000428956	C4A	ENSG00000244731
6	ensembl_havana	33299694	33314078	-	ENST00000434618	TAPBP	ENSG00000231925
6	havana	52264015	52284742	-	ENST00000596288	MCM3	ENSG00000112118
6	ensembl_havana	32578775	32589848	-	ENST00000360004	HLA-DRB1	ENSG00000196126
6	ensembl_havana	26216921	26217437	+	ENST00000303910	H2AC8	ENSG00000277075
6	ensembl_havana	34236873	34246231	+	ENST00000311487	HMGA1	ENSG00000137309
6	havana	34417454	34426069	-	ENST00000648437	RPS10	ENSG00000124614
6	ensembl_havana	34537802	34556329	-	ENST00000374037	SPDEF	ENSG00000124664
6	ensembl_havana	34587288	34696767	-	ENST00000374023	ILRUN	ENSG00000196821
6	ensembl_havana	159679064	159693234	-	ENST00000367055	SOD2	ENSG00000291237
6	havana	159679064	159693241	-	ENST00000546260	SOD2	ENSG00000291237
6	ensembl_havana	144285335	144853034	+	ENST00000367545	UTRN	ENSG00000152818
6	havana	130955273	131013595	-	ENST00000529709	EPB41L2	ENSG00000079819
6	havana	31620720	31637771	+	ENST00000376007	PRRC2A	ENSG00000204469
6	ensembl_havana	29942532	29945870	+	ENST00000376809	HLA-A	ENSG00000206503
6	havana	32973350	32981323	+	ENST00000463639	BRD2	ENSG00000204256
7	ensembl_havana	1470277	1504389	-	ENST00000404767	INTS1	ENSG00000164880
7	ensembl_havana	6022247	6059175	-	ENST00000199389	EIF2AK1	ENSG00000086232
7	ensembl_havana	16753755	16784536	+	ENST00000262067	TSPAN13	ENSG00000106537
7	ensembl_havana	10931943	10940153	-	ENST00000339600	NDUFA4	ENSG00000189043
7	ensembl_havana	16791811	16804999	-	ENST00000419304	AGR2	ENSG00000106541
7	havana	16799574	16804999	-	ENST00000489523	AGR2	ENSG00000106541
7	ensembl_havana	37905932	37916817	-	ENST00000436072	SFRP4	ENSG00000106483
7	havana	37907262	37909839	-	ENST00000478975	SFRP4	ENSG00000106483
7	ensembl_havana	56051765	56063989	+	ENST00000275603	CCT6A	ENSG00000146731
7	ensembl_havana	43758680	43807342	+	ENST00000265523	BLVRA	ENSG00000106605
7	ensembl_havana	55470613	55572502	-	ENST00000285279	VOPP1	ENSG00000154978
7	ensembl_havana	100015596	100041689	+	ENST00000324306	ZKSCAN1	ENSG00000106261
7	ensembl_havana	54752253	54759211	-	ENST00000352861	SEC61G	ENSG00000132432
7	ensembl_havana	65960684	65982213	-	ENST00000304895	GUSB	ENSG00000169919
7	ensembl_havana	101154476	101161276	+	ENST00000337619	AP1S1	ENSG00000106367
7	ensembl_havana	99966730	99976031	-	ENST00000292401	AZGP1	ENSG00000160862
7	havana	99971565	99976042	-	ENST00000495765	AZGP1	ENSG00000160862
7	havana	80744868	80922359	-	ENST00000419255	SEMA3C	ENSG00000075223
7	ensembl_havana	127652194	128092593	+	ENST00000354725	SND1	ENSG00000197157
7	havana	127694692	127703225	+	ENST00000492772	SND1	ENSG00000197157
7	ensembl_havana	127588411	127591700	+	ENST00000000233	ARF5	ENSG00000004059
7	ensembl_havana	140453033	140479505	-	ENST00000255977	MKRN1	ENSG00000133606
7	ensembl_havana	135926760	135977359	-	ENST00000393085	MTPN	ENSG00000105887
7	havana	135929459	135977353	-	ENST00000435723	MTPN	ENSG00000105887
7	ensembl_havana	56101573	56106476	-	ENST00000395422	CHCHD2	ENSG00000106153
7	ensembl_havana	157337004	157417439	+	ENST00000262177	DNAJB6	ENSG00000105993
7	havana	157337025	157368795	+	ENST00000488001	DNAJB6	ENSG00000105993
7	havana	141738358	141750488	+	ENST00000265304	SSBP1	ENSG00000106028
7	havana	141738358	141750354	+	ENST00000498107	SSBP1	ENSG00000106028
7	ensembl_havana	157138926	157269370	+	ENST00000348165	UBE3C	ENSG00000009335
7	ensembl_havana	101239472	101245081	-	ENST00000223136	FIS1	ENSG00000214253
7	ensembl_havana	141656728	141702166	-	ENST00000536163	DENND11	ENSG00000257093
7	havana	98252379	98291524	+	ENST00000456357	BRI3	ENSG00000164713
7	ensembl_havana	98281686	98291545	+	ENST00000297290	BRI3	ENSG00000164713
7	ensembl_havana	132784870	133082090	-	ENST00000262570	CHCHD3	ENSG00000106554
7	ensembl_havana	101218165	101224190	+	ENST00000305105	ZNHIT1	ENSG00000106400
7	ensembl_havana	100088969	100092187	+	ENST00000303904	COPS6	ENSG00000168090
7	ensembl_havana	100092728	100101397	-	ENST00000303887	MCM7	ENSG00000166508
7	havana	23246775	23275108	+	ENST00000258733	GPNMB	ENSG00000136235
7	ensembl_havana	23246697	23275107	+	ENST00000381990	GPNMB	ENSG00000136235
7	ensembl_havana	30496621	30504829	-	ENST00000275428	GGCT	ENSG00000006625
7	ensembl_havana	30594878	30634033	+	ENST00000389266	GARS1	ENSG00000106105
7	havana	150791301	150800364	-	ENST00000326442	TMEM176B	ENSG00000106565
7	ensembl_havana	140696708	140706643	+	ENST00000247866	NDUFB2	ENSG00000090266
7	havana	99458190	99466167	-	ENST00000449683	ATP5MF	ENSG00000241468
7	ensembl_havana	99458195	99466167	-	ENST00000292475	ATP5MF	ENSG00000241468
7	havana	99458197	99466167	-	ENST00000488775	ATP5MF	ENSG00000241468
7	havana	99458309	99466161	-	ENST00000394186	ATP5MF	ENSG00000241468
7	ensembl_havana	76326799	76358991	-	ENST00000307630	YWHAG	ENSG00000170027
7	ensembl_havana	76302673	76304292	+	ENST00000248553	HSPB1	ENSG00000106211
7	havana	76303577	76304295	+	ENST00000429938	HSPB1	ENSG00000106211
7	havana	5527147	5529949	-	ENST00000642480	ACTB	ENSG00000075624
7	havana	5527147	5530581	-	ENST00000676397	ACTB	ENSG00000075624
7	ensembl_havana	5527148	5530601	-	ENST00000646664	ACTB	ENSG00000075624
7	havana	5527151	5528098	-	ENST00000464611	ACTB	ENSG00000075624
7	havana	5527156	5530601	-	ENST00000462494	ACTB	ENSG00000075624
7	havana	5528011	5530597	-	ENST00000645576	ACTB	ENSG00000075624
7	havana	56064286	56080670	+	ENST00000434526	SUMF2	ENSG00000129103
7	ensembl_havana	150338329	150341629	-	ENST00000223271	RARRES2	ENSG00000106538
7	ensembl_havana	29920109	29989801	-	ENST00000242059	SCRN1	ENSG00000136193
7	ensembl_havana	44104345	44114560	+	ENST00000223357	AEBP1	ENSG00000106624
7	ensembl_havana	73768997	73770270	-	ENST00000395145	CLDN3	ENSG00000165215
7	ensembl_havana	128455878	128458418	+	ENST00000257696	HILPDA	ENSG00000135245
7	ensembl_havana	102637025	102642791	-	ENST00000340457	UPK3BL1	ENSG00000267368
7	ensembl_havana	26201745	26213607	+	ENST00000396386	CBX3	ENSG00000122565
7	ensembl_havana	42932376	42937857	+	ENST00000223324	MRPL32	ENSG00000106591
7	havana	44796680	44800011	+	ENST00000451562	PPIA	ENSG00000196262
7	havana	44796681	44801631	+	ENST00000355968	PPIA	ENSG00000196262
7	havana	44796693	44801631	+	ENST00000620047	PPIA	ENSG00000196262
7	ensembl_havana	44826791	44848077	-	ENST00000222690	H2AZ2	ENSG00000105968
7	ensembl_havana	44831978	44848087	-	ENST00000308153	H2AZ2	ENSG00000105968
7	ensembl_havana	100602363	100608175	+	ENST00000223061	PCOLCE	ENSG00000106333
7	ensembl_havana	100673740	100679169	+	ENST00000303210	GNB2	ENSG00000172354
7	ensembl_havana	100867387	100873454	+	ENST00000200457	TRIP6	ENSG00000087077
7	ensembl_havana	100875103	100888664	+	ENST00000611405	SRRT	ENSG00000087087
7	ensembl_havana	6461089	6484152	-	ENST00000258739	KDELR2	ENSG00000136240
7	ensembl_havana	151059589	151076523	+	ENST00000413384	SLC4A2	ENSG00000164889
7	ensembl_havana	128862856	128865847	+	ENST00000249289	ATP6V1F	ENSG00000128524
7	havana	107527237	107563934	-	ENST00000605888	COG5	ENSG00000164597
7	ensembl_havana	6798937	6826275	-	ENST00000316731	CCZ1B	ENSG00000146574
7	ensembl_havana	30911853	30925516	+	ENST00000311813	AQP1	ENSG00000240583
7	ensembl_havana	143263441	143269115	+	ENST00000358406	GSTK1	ENSG00000197448
7	ensembl_havana	143263456	143269115	+	ENST00000479303	GSTK1	ENSG00000197448
7	ensembl_havana	143381345	143391111	+	ENST00000322764	ZYX	ENSG00000159840
7	ensembl_havana	74174356	74197096	+	ENST00000353999	EIF4H	ENSG00000106682
7	ensembl_havana	73830996	73832690	+	ENST00000340958	CLDN4	ENSG00000189143
7	havana	45912245	45921272	-	ENST00000381086	IGFBP3	ENSG00000146674
7	ensembl_havana	32957440	33006928	+	ENST00000242209	FKBP9	ENSG00000122642
7	ensembl_havana	77537295	77640069	+	ENST00000248594	PTPN12	ENSG00000127947
7	havana	77537517	77583821	+	ENST00000460731	PTPN12	ENSG00000127947
7	havana	27740095	27828881	+	ENST00000265393	TAX1BP1	ENSG00000106052
7	havana	5352002	5362027	-	ENST00000440081	TNRC18	ENSG00000182095
7	ensembl_havana	5306811	5423834	-	ENST00000430969	TNRC18	ENSG00000182095
7	ensembl_havana	23504780	23531981	-	ENST00000297071	TRA2A	ENSG00000164548
7	havana	23507157	23531981	-	ENST00000494255	TRA2A	ENSG00000164548
7	ensembl_havana	73440406	73522293	-	ENST00000339594	BAZ1B	ENSG00000009954
7	ensembl_havana	76048106	76067508	+	ENST00000315758	MDH2	ENSG00000146701
7	ensembl_havana	43866558	43869517	-	ENST00000317534	MRPS24	ENSG00000062582
7	havana	2354882	2380745	+	ENST00000397011	EIF3B	ENSG00000106263
7	ensembl_havana	148698903	148801110	+	ENST00000325222	CUL1	ENSG00000055130
7	ensembl_havana	22812974	22822849	-	ENST00000358435	TOMM7	ENSG00000196683
7	ensembl_havana	100358117	100367831	+	ENST00000609309	PILRB	ENSG00000121716
7	havana	74657667	74691108	+	ENST00000613513	GTF2I	ENSG00000263001
7	havana	74657758	74760692	+	ENST00000620879	GTF2I	ENSG00000263001
7	ensembl_havana	96622562	96709861	-	ENST00000417009	SEM1	ENSG00000127922
7	ensembl_havana	96688762	96709846	-	ENST00000248566	SEM1	ENSG00000127922
7	ensembl_havana	100148918	100154203	+	ENST00000341942	LAMTOR4	ENSG00000188186
7	ensembl_havana	102473128	102478922	-	ENST00000292614	POLR2J	ENSG00000005075
7	ensembl_havana	99325898	99366262	+	ENST00000262942	ARPC1A	ENSG00000241685
7	havana	99374730	99390029	+	ENST00000484600	ARPC1B	ENSG00000130429
7	ensembl_havana	99374730	99394816	+	ENST00000646101	ARPC1B	ENSG00000130429
7	ensembl_havana	99394673	99408597	-	ENST00000350498	PDAP1	ENSG00000106244
7	havana	99396523	99408590	-	ENST00000426447	PDAP1	ENSG00000106244
7	ensembl_havana	94394895	94431227	+	ENST00000297268	COL1A2	ENSG00000164692
7	havana	94414220	94422040	+	ENST00000473573	COL1A2	ENSG00000164692
7	havana	94427312	94430367	+	ENST00000464916	COL1A2	ENSG00000164692
7	ensembl_havana	66921225	66958551	+	ENST00000341567	TMEM248	ENSG00000106609
7	ensembl_havana	66987680	66995586	-	ENST00000246868	SBDS	ENSG00000126524
7	ensembl_havana	26189927	26200746	-	ENST00000618183	HNRNPA2B1	ENSG00000122566
7	havana	26190125	26200746	-	ENST00000360787	HNRNPA2B1	ENSG00000122566
7	havana	26190304	26200784	-	ENST00000463181	HNRNPA2B1	ENSG00000122566
7	havana	26195712	26201301	-	ENST00000495810	HNRNPA2B1	ENSG00000122566
7	ensembl_havana	149003062	149028505	-	ENST00000652332	PDIA4	ENSG00000155660
7	havana	133253073	133630198	+	ENST00000486013	EXOC4	ENSG00000131558
7	ensembl_havana	6374527	6403967	+	ENST00000348035	RAC1	ENSG00000136238
7	havana	6391458	6402502	+	ENST00000497741	RAC1	ENSG00000136238
7	ensembl_havana	129830732	129952960	-	ENST00000355621	UBE2H	ENSG00000186591
7	havana	102562656	102572583	-	ENST00000511313	POLR2J3	ENSG00000285437
7	ensembl_havana	102566966	102572583	-	ENST00000621093	POLR2J3	ENSG00000285437
7	ensembl_havana	47275154	47582111	-	ENST00000311160	TNS3	ENSG00000136205
7	havana	35801219	35904385	+	ENST00000635175	SEPTIN7	ENSG00000122545
7	havana	35890744	35903189	+	ENST00000485569	SEPTIN7	ENSG00000122545
7	havana	134745467	134960056	+	ENST00000436461	CALD1	ENSG00000122786
7	ensembl_havana	134779634	134970729	+	ENST00000361675	CALD1	ENSG00000122786
7	ensembl_havana	128739292	128771477	+	ENST00000535011	CALU	ENSG00000128595
7	havana	128758962	128771807	+	ENST00000493278	CALU	ENSG00000128595
7	havana	106090505	106112312	-	ENST00000455385	SYPL1	ENSG00000008282
7	ensembl_havana	137874979	138002086	-	ENST00000330387	CREB3L2	ENSG00000182158
7	ensembl_havana	73683597	73698212	+	ENST00000265758	BUD23	ENSG00000071462
7	ensembl_havana	44577894	44582231	-	ENST00000457408	TMED4	ENSG00000158604
X	ensembl_havana	1386152	1392113	-	ENST00000381401	SLC25A6	ENSG00000169100
X	havana	54807745	54816015	+	ENST00000375068	MAGED2	ENSG00000102316
X	ensembl_havana	81202102	81298547	+	ENST00000373212	SH3BGRL	ENSG00000131171
X	havana	103376538	103378164	+	ENST00000361298	BEX3	ENSG00000166681
X	havana	136497592	136512346	+	ENST00000218364	HTATSF1	ENSG00000102241
X	havana	155033426	155055106	+	ENST00000456179	FUNDC2	ENSG00000165775
X	ensembl_havana	47582436	47586789	+	ENST00000218388	TIMP1	ENSG00000102265
X	ensembl_havana	154444141	154450654	+	ENST00000393600	FAM50A	ENSG00000071859
X	ensembl_havana	51893623	51902354	+	ENST00000326587	MAGED1	ENSG00000179222
X	havana	77899485	77905461	+	ENST00000647835	COX7B	ENSG00000131174
X	ensembl_havana	153700492	153724387	-	ENST00000345046	BCAP31	ENSG00000185825
X	havana	153794668	153798499	+	ENST00000370086	SSR4	ENSG00000180879
X	ensembl_havana	153947557	153971818	-	ENST00000310441	HCFC1	ENSG00000172534
X	havana	101391011	101396155	+	ENST00000553110	RPL36A	ENSG00000241343
X	havana	101391202	101395795	+	ENST00000471855	RPL36A	ENSG00000241343
X	ensembl_havana	101408222	101414133	+	ENST00000316594	HNRNPH2	ENSG00000126945
X	ensembl_havana	136873461	136880725	-	ENST00000320676	RBMX	ENSG00000147274
X	havana	103675496	103688064	-	ENST00000360458	MORF4L2	ENSG00000123562
X	ensembl_havana	103675498	103686699	-	ENST00000441076	MORF4L2	ENSG00000123562
X	havana	103676554	103686709	-	ENST00000442614	MORF4L2	ENSG00000123562
X	ensembl_havana	49171898	49175235	+	ENST00000376327	PLP2	ENSG00000102007
X	havana	154348529	154371283	-	ENST00000360319	FLNA	ENSG00000196924
X	havana	154348530	154371222	-	ENST00000369856	FLNA	ENSG00000196924
X	ensembl_havana	154348531	154374634	-	ENST00000369850	FLNA	ENSG00000196924
X	havana	154398367	154400811	+	ENST00000436473	RPL10	ENSG00000147403
X	havana	154398377	154400913	+	ENST00000491035	RPL10	ENSG00000147403
X	ensembl_havana	154398378	154400917	+	ENST00000458500	RPL10	ENSG00000147403
X	havana	154398497	154400913	+	ENST00000467168	RPL10	ENSG00000147403
X	havana	154398890	154400909	+	ENST00000406022	RPL10	ENSG00000147403
X	havana	53411995	53422669	-	ENST00000463684	SMC1A	ENSG00000072501
X	ensembl_havana	71283635	71301168	+	ENST00000276079	NONO	ENSG00000147140
X	havana	71283672	71300855	+	ENST00000472185	NONO	ENSG00000147140
X	havana	103607963	103609927	+	ENST00000372627	TCEAL3	ENSG00000196507
X	ensembl_havana	119786504	119791630	-	ENST00000361575	RPL39	ENSG00000198918
X	ensembl_havana	119871832	119876662	+	ENST00000371437	NDUFA1	ENSG00000125356
X	ensembl_havana	154428677	154436516	+	ENST00000369762	ATP6AP1	ENSG00000071553
X	havana	135032355	135033546	+	ENST00000257013	RTL8C	ENSG00000134590
X	ensembl_havana	23667493	23686397	+	ENST00000379341	PRDX4	ENSG00000123131
X	ensembl_havana	154379295	154381523	+	ENST00000369842	EMD	ENSG00000102119
X	havana	23783173	23784411	+	ENST00000379253	SAT1	ENSG00000130066
X	ensembl_havana	23783173	23786210	+	ENST00000379270	SAT1	ENSG00000130066
X	havana	23784753	23786000	+	ENST00000474223	SAT1	ENSG00000130066
X	ensembl_havana	2691295	2741309	+	ENST00000381192	CD99	ENSG00000002586
X	ensembl_havana	53431261	53434370	-	ENST00000168216	HSD17B10	ENSG00000072506
X	ensembl_havana	3308565	3346652	-	ENST00000217939	MXRA5	ENSG00000101825
X	ensembl_havana	152826994	152830757	-	ENST00000370277	CETN2	ENSG00000147400
X	ensembl_havana	24054956	24078810	+	ENST00000253039	EIF2S3	ENSG00000130741
X	havana	103585515	103587729	+	ENST00000472484	TCEAL4	ENSG00000133142
X	ensembl_havana	153785768	153794375	-	ENST00000217901	IDH3G	ENSG00000067829
X	ensembl_havana	47193829	47215128	+	ENST00000335972	UBA1	ENSG00000130985
X	havana	47197199	47200962	+	ENST00000451702	UBA1	ENSG00000130985
X	ensembl_havana	47142216	47144702	-	ENST00000377811	NDUFB11	ENSG00000147123
X	havana	48897930	48903143	+	ENST00000447146	PQBP1	ENSG00000102103
X	ensembl_havana	107713221	107717135	-	ENST00000372397	TSC22D3	ENSG00000157514
X	ensembl_havana	70286595	70289927	-	ENST00000239666	PDZD11	ENSG00000120509
X	havana	48893449	48897768	-	ENST00000696123	TIMM17B	ENSG00000126768
X	ensembl_havana	37780059	37813461	+	ENST00000378588	CYBB	ENSG00000165168
X	havana	48574524	48577735	+	ENST00000489344	RBM3	ENSG00000102317
X	havana	48574952	48577868	+	ENST00000376755	RBM3	ENSG00000102317
X	havana	48575899	48578291	+	ENST00000354480	RBM3	ENSG00000102317
X	ensembl_havana	119236285	119244466	+	ENST00000217971	PGRMC1	ENSG00000101856
X	ensembl_havana	119468444	119471396	+	ENST00000317881	SLC25A5	ENSG00000005022
X	ensembl_havana	71107404	71111577	-	ENST00000374202	IL2RG	ENSG00000147168
X	ensembl_havana	65667654	65741931	+	ENST00000360270	MSN	ENSG00000147065
X	ensembl_havana	154437154	154443467	+	ENST00000447750	GDI1	ENSG00000203879
X	ensembl_havana	12975110	12977223	+	ENST00000451311	TMSB4X	ENSG00000205542
X	havana	12975110	12977226	+	ENST00000380636	TMSB4X	ENSG00000205542
X	havana	71533104	71574655	+	ENST00000488174	OGT	ENSG00000147162
X	ensembl_havana	154010507	154019902	-	ENST00000369980	IRAK1	ENSG00000184216
X	ensembl_havana	16844341	16870362	-	ENST00000380087	RBBP7	ENSG00000102054
X	ensembl_havana	103252995	103255155	-	ENST00000372685	TCEAL8	ENSG00000180964
X	havana	77910739	78126949	+	ENST00000644362	PGK1	ENSG00000102144
X	havana	78065216	78122903	+	ENST00000491291	PGK1	ENSG00000102144
X	ensembl_havana	72272042	72277248	-	ENST00000316084	RPS4X	ENSG00000198034
X	havana	53532096	53684169	-	ENST00000342160	HUWE1	ENSG00000086758
X	havana	150980509	150987877	+	ENST00000419110	HMGB3	ENSG00000029993
X	havana	41085848	41232759	+	ENST00000703987	USP9X	ENSG00000124486
X	ensembl_havana	153494980	153509546	+	ENST00000331595	BGN	ENSG00000182492
X	ensembl_havana	120436494	120469306	-	ENST00000371335	LAMP2	ENSG00000005893
X	ensembl_havana	21940709	21994837	+	ENST00000404933	SMS	ENSG00000102172
X	havana	41334162	41342506	+	ENST00000615742	DDX3X	ENSG00000215301
X	havana	41335123	41348158	+	ENST00000646627	DDX3X	ENSG00000215301
X	ensembl_havana	118727606	118794533	+	ENST00000371666	IL13RA1	ENSG00000131724
X	ensembl_havana	47651798	47659161	-	ENST00000333119	UXT	ENSG00000126756
8	ensembl_havana	26577843	26658178	+	ENST00000311151	DPYSL2	ENSG00000092964
8	ensembl_havana	20197381	20221696	+	ENST00000276390	ATP6V1B2	ENSG00000147416
8	ensembl_havana	30063003	30083064	-	ENST00000256255	SARAF	ENSG00000133872
8	ensembl_havana	69492793	69660055	+	ENST00000419716	SULF1	ENSG00000137573
8	ensembl_havana	81280536	81284775	+	ENST00000297258	FABP5	ENSG00000164687
8	havana	97644546	97725243	+	ENST00000519934	MTDH	ENSG00000147649
8	ensembl_havana	100918686	100953341	-	ENST00000353245	YWHAZ	ENSG00000164924
8	havana	100919062	100924988	-	ENST00000523848	YWHAZ	ENSG00000164924
8	havana	100919829	100952019	-	ENST00000521309	YWHAZ	ENSG00000164924
8	havana	100948614	100952883	-	ENST00000437293	YWHAZ	ENSG00000164924
8	ensembl	100918579	100952993	-	ENST00000457309	YWHAZ	ENSG00000164924
8	havana	98041721	98045544	-	ENST00000396070	RPL30	ENSG00000156482
8	ensembl_havana	98041721	98045545	-	ENST00000287038	RPL30	ENSG00000156482
8	ensembl_havana	100150636	100154003	+	ENST00000353107	POLR2K	ENSG00000147669
8	ensembl	86374041	86467476	+	ENST00000265428	WWP1	ENSG00000123124
8	ensembl_havana	96230477	96235543	-	ENST00000517603	UQCRB	ENSG00000156467
8	ensembl_havana	96230942	96235539	-	ENST00000518406	UQCRB	ENSG00000156467
8	havana	97775788	97853013	+	ENST00000521545	LAPTM4B	ENSG00000104341
8	havana	60584044	60620941	+	ENST00000530071	RAB2A	ENSG00000104388
8	ensembl_havana	119208363	119245673	+	ENST00000614891	MAL2	ENSG00000147676
8	ensembl_havana	70573218	70608416	-	ENST00000262213	TRAM1	ENSG00000067167
8	ensembl_havana	73290242	73293633	-	ENST00000352983	RPL7	ENSG00000147604
8	havana	73291040	73295789	-	ENST00000396466	RPL7	ENSG00000147604
8	havana	73291783	73292922	-	ENST00000435330	RPL7	ENSG00000147604
8	ensembl_havana	125430358	125438403	+	ENST00000311922	TRIB1	ENSG00000173334
8	ensembl_havana	144291604	144314720	+	ENST00000528838	HSF1	ENSG00000185122
8	ensembl_havana	144393231	144409335	-	ENST00000616140	CPSF1	ENSG00000071894
8	ensembl_havana	144423617	144428548	-	ENST00000292510	VPS28	ENSG00000160948
8	havana	133237175	133297252	-	ENST00000323851	NDRG1	ENSG00000104419
8	ensembl_havana	115408496	115668975	-	ENST00000395715	TRPS1	ENSG00000104447
